chr,category,startpos,endpos,sample_count,fragment_count,total_fragment_size_bp,region_id,ensembl_chr,hgnc_symbol,ensembl_gene_id,chromosome_name,start_position,end_position,gene_biotype,gene_name,census_genome_location,census_tier,census_hallmark,tumour_types_somatic,tumour_types_germline,cancer_syndrome,tissue_type,molecular_genetics,role_in_cancer,mutation_types,present_in_cancer_gene_census
22,3,16157635,51219006,1,1,35061371,12379,22,PLXNB2,ENSG00000196576,22,50274976,50307695,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
15,3,20170150,76763514,1,1,56593364,9201,15,PML,ENSG00000140464,15,73994673,74047827,protein_coding,promyelocytic leukemia,15:73994717-74046771,1,NA,"APL, ALL",NA,NA,L,Dom,"TSG, fusion",T,TRUE
2,3,45895,202712095,1,1,202666200,2232,2,PMS1,ENSG00000064933,2,189784062,189878385,protein_coding,PMS1 postmeiotic segregation increased 1 (S. cerevisiae),2:189784381-189877629,2,NA,NA,"colorectal, endometrial, ovarian",hereditary non-polyposis colorectal cancer,E,Rec,NA,"Mis, N",TRUE
7,3,228618,57245247,1,1,57016629,4810,7,PMS2,ENSG00000122512,7,5970925,6009130,protein_coding,PMS2 postmeiotic segregation increased 2 (S. cerevisiae),7:5973239-6009125,1,Yes,NA,"colorectal, endometrial, ovarian, medulloblastoma, glioma","hereditary non-polyposis colorectal cancer, Turcot syndrome",E,Rec,TSG,"Mis, N, F",TRUE
12,3,176089,133810703,1,1,133634614,7745,12,POLE,ENSG00000177084,12,132623753,132687376,protein_coding,"polymerase (DNA directed), epsilon, catalytic subunit",12:132623762-132687359,1,NA,"colorectal carcinoma, endometrioid carcinoma, stomach carcinoma, skin cancer",colorectal cancer susceptibility,NA,E,Rec,TSG,Mis,TRUE
7,3,63033158,149589343,1,1,86556185,4927,7,POT1,ENSG00000128513,7,124822386,124929983,protein_coding,protection of telomeres 1,7:124822386-124929981,1,Yes,CLL,NA,NA,L,Dom,TSG,"Mis, N",TRUE
11,2,48510654,129784966,1,1,81274312,7352,11,POU2AF1,ENSG00000110777,11,111352255,111455630,protein_coding,"POU domain, class 2, associating factor 1 (OBF1)",11:111352252-111379692,1,Yes,NHL,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
6,2,203466,90661576,1,1,90458110,4259,6,POU5F1,ENSG00000204531,6,31163193,31180731,protein_coding,"POU domain, class 5, transcription factor 1",6:31164337-31170693,1,Yes,sarcoma,NA,NA,M,Dom,"oncogene, fusion",T,TRUE
3,5,239347,27424799,1,1,27185452,2653,3,PPARG,ENSG00000132170,3,12287368,12455622,protein_coding,"peroxisome proliferative activated receptor, gamma",3:12351472-12434356,1,Yes,follicular thyroid,NA,NA,E,Dom,"TSG, fusion",T,TRUE
12,3,176089,133810703,1,1,133634614,7745,12,PPFIBP1,ENSG00000110841,12,27523431,27696302,protein_coding,"PTPRF interacting protein, binding protein 1 (liprin beta 1)",12:27524206-27695564,1,NA,"Spitzoid tumour, inflammatory myofibroblastic tumour",NA,NA,"E, M",Dom,fusion,T,TRUE
19,3,29567046,59082605,3,3,29515559,508,19,PPP2R1A,ENSG00000105568,19,52170936,52229518,protein_coding,"protein phosphatase 2, regulatory subunit A, alpha",19:52190039-52229533,1,NA,clear cell ovarian carcinoma,NA,NA,E,Dom,TSG,Mis,TRUE
4,3,59475,134085208,1,1,134025733,3250,4,PPP3CA,ENSG00000138814,4,101023409,101348278,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
9,4,66457127,126125318,1,1,59668191,5974,9,PPP6C,ENSG00000119414,9,125145008,125189939,protein_coding,"protein phosphatase 6, catalytic subunit",9:125146574-125189939,1,Yes,melanoma,NA,NA,E,Dom,TSG,"Mis, N",TRUE
1,2,144052752,161136843,1,1,17084091,2031,1,PRCC,ENSG00000143294,1,156750610,156800818,protein_coding,papillary renal cell carcinoma (translocation-associated),1:156767500-156800817,1,NA,papillary renal,NA,NA,E,Dom,fusion,T,TRUE
6,4,292658,170892848,1,1,170600190,4263,6,PRDM1,ENSG00000057657,6,105993463,106109939,protein_coding,"PR domain containing 1, with ZNF domain",6:106086320-106109938,1,NA,DLBCL,NA,NA,L,Rec,TSG,"D, N, Mis, F, S",TRUE
1,4,69511,3644374,1,1,3574863,1619,1,PRDM16,ENSG00000142611,1,3069003,3438621,protein_coding,PR domain containing 16,1:3069211-3438621,1,Yes,"MDS, AML",NA,NA,L,Dom,"oncogene, fusion",T,TRUE
10,3,95096,70992912,1,1,70897816,6420,10,PRF1,ENSG00000180644,10,70596401,70602788,protein_coding,perforin 1 (pore forming protein),10:70597349-70602775,1,NA,NA,"various leukaemia, lymphoma",NA,L,Rec,TSG,M,TRUE
17,3,6115,72209858,1,1,72203743,10064,17,PRKAR1A,ENSG00000108946,17,68511740,68551319,protein_coding,"protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)",17:68512379-68533423,1,Yes,papillary thyroid,"myxoma, endocrine, papillary thyroid",Carney complex,"E, M",Dom/Rec,"oncogene, TSG, fusion","T, Mis, N, F, S",TRUE
1,4,145209330,177199323,1,1,31989993,2048,1,PRRX1,ENSG00000116132,1,170662728,170739421,protein_coding,paired related homeobox 1,1:170663906-170739419,1,NA,AML,NA,NA,L,Dom,fusion,T,TRUE
9,3,154795,15591372,1,1,15436577,5664,9,PSIP1,ENSG00000164985,9,15461998,15511202,protein_coding,PC4 and SFRS1 interacting protein 1 (LEDGF),9:15464066-15511019,1,Yes,AML,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
9,2,65602660,104449063,1,1,38846403,5923,9,PTCH1,ENSG00000185920,9,95442980,95517057,protein_coding,Homolog of Drosophila Patched gene,9:95442980-95508661,1,NA,"skin basal cell, medulloblastoma","skin basal cell, medulloblastoma",nevoid basal cell carcinoma syndrome,"E, M",Rec,TSG,"Mis, N, F, S",TRUE
10,3,95096,129249662,2,2,129154566,987,10,PTEN,ENSG00000171862,10,87862638,87971930,protein_coding,phosphatase and tensin homolog gene,10:87863113-87971930,1,Yes,"glioma, prostate, endometrial","harmartoma, glioma, prostate, endometrial","Cowden syndrome, Bannayan-Riley-Ruvalcaba syndrome","L, E, M, O",Dom,TSG,"D, Mis, N, F, S",TRUE
12,3,176089,133810703,1,1,133634614,7745,12,PTPN11,ENSG00000179295,12,112418351,112509918,protein_coding,"protein tyrosine phosphatase, non-receptor type 11",12:112419112-112504764,1,NA,"JMML, AML, MDS",NA,NA,L,Dom,oncogene,Mis,TRUE
12,3,176089,133810703,1,1,133634614,7745,12,PTPRB,ENSG00000127329,12,70515870,70637440,protein_coding,"protein tyrosine phosphatase, receptor type, B",12:70515866-70637440,1,NA,angiosarcoma,NA,NA,E,Rec,TSG,"N, Mis, S, F",TRUE
1,4,145209330,232002332,1,1,86793002,2049,1,PTPRC,ENSG00000081237,1,198629900,198759346,protein_coding,"protein tyrosine phosphatase, receptor type, C",1:198639007-198757476,1,NA,T-ALL,NA,NA,L,Rec,TSG,"Mis, N, S",TRUE
6,4,292658,170892848,1,1,170600190,4263,6,PTPRK,ENSG00000152894,6,127968780,128520761,protein_coding,"protein tyrosine phosphatase, receptor type, K",6:127968977-128520476,1,NA,colorectal,NA,NA,E,Dom,"TSG, fusion",T,TRUE
1,4,69511,31351513,1,1,31282002,1623,1,PTPRU,ENSG00000060656,1,29236500,29326813,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
5,3,40852451,180687212,1,1,139834761,3797,5,PWWP2A,ENSG00000170234,5,160044317,160119478,protein_coding,PWWP domain containing 2A,5:160091339-160119423,2,NA,Spitzoid tumour,NA,NA,E,Dom,fusion,T,TRUE
17,6,5996,16005187,1,1,15999191,9967,17,RABEP1,ENSG00000029725,17,5282258,5386871,protein_coding,"rabaptin, RAB GTPase binding effector protein 1",17:5282300-5385812,1,Yes,CMML,NA,NA,L,Dom,fusion,T,TRUE
7,3,228618,57245247,1,1,57016629,4810,7,RAC1,ENSG00000136238,7,6374098,6404016,protein_coding,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)",7:6374539-6402520,1,Yes,"melanoma, carcinoma",NA,NA,E,Dom,oncogene,"Mis, F",TRUE
8,5,183002,144566969,1,1,144383967,5150,8,RAD21,ENSG00000164754,8,116845934,116874924,protein_coding,RAD21 homolog (S. pombe),8:116845935-116874866,1,Yes,"AML, endometrium, colorectal, lung",NA,NA,"L, E",Rec,"oncogene, TSG","Mis, N, F",TRUE
14,3,19889814,92583927,1,1,72694113,8588,14,RAD51B,ENSG00000182185,14,67819741,68730218,protein_coding,RAD51 paralog B,14:67819779-68611565,1,NA,"lipoma, uterine leiomyoma",NA,NA,M,Dom,"TSG, fusion",T,TRUE
3,5,239347,27424799,1,1,27185452,2653,3,RAF1,ENSG00000132155,3,12582101,12664201,protein_coding,v-raf-1 murine leukemia viral oncogene homolog 1,3:12583601-12664226,1,Yes,"pilocytic astrocytoma, prostate",NA,NA,"O, E",Dom,"oncogene, fusion","T, A",TRUE
9,3,66457127,135937396,1,1,69480269,5965,9,RALGDS,ENSG00000160271,9,133097657,133149440,protein_coding,ral guanine nucleotide dissociation stimulator,9:133097720-133121176,2,NA,"PMBL, Hodgkin lymphoma,",NA,NA,L,Dom,fusion,T,TRUE
5,3,40852451,180687212,1,1,139834761,3797,5,RANBP17,ENSG00000204764,5,170861855,171300015,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
2,3,45895,202712095,1,1,202666200,2232,2,RANBP2,ENSG00000153201,2,108719367,108785810,protein_coding,RAN binding protein 2,2:108719481-108785811,1,Yes,inflammatory myofibroblastic tumour,NA,NA,M,Dom,"TSG, fusion",T,TRUE
4,3,59475,134085208,1,1,134025733,3250,4,RAP1GDS1,ENSG00000138698,4,98260922,98443866,protein_coding,"RAP1, GTP-GDP dissociation stimulator 1",4:98261518-98442334,1,Yes,T-ALL,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
17,3,6115,44073734,1,1,44067619,10062,17,RARA,ENSG00000131759,17,40309165,40357643,protein_coding,"retinoic acid receptor, alpha",17:40309194-40356796,1,NA,APL,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
5,3,40852451,180687212,1,1,139834761,3797,5,RASA1,ENSG00000145715,5,87267778,87394691,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
13,2,19600475,50296115,2,2,30695640,1127,13,RB1,ENSG00000139687,13,48303710,48599436,protein_coding,retinoblastoma gene,13:48303726-48481890,1,Yes,"retinoblastoma, sarcoma, breast, small cell lung carcinoma","retinoblastoma, sarcoma, breast, small cell lung carcinoma",familial retinoblastoma,"L, E, M, O",Rec,TSG,"D, Mis, N, F, S",TRUE
23,2,2699968,49093528,1,1,46393560,12811,X,RBM10,ENSG00000182872,X,47144284,47186814,protein_coding,RNA binding motif protein 10,X:47145447-47186812,1,Yes,lung adenocarcinoma,NA,NA,E,Rec/X,TSG,"Mis, F, N",TRUE
1,3,721757,120925996,2,2,120204239,598,1,RBM15,ENSG00000162775,1,110338506,110346681,protein_coding,RNA binding motif protein 15,1:110338506-110346677,1,Yes,acute megakaryocytic leukaemia,NA,NA,L,Dom,fusion,T,TRUE
8,5,183002,144566969,1,1,144383967,5150,8,RECQL4,ENSG00000160957,8,144511284,144517890,protein_coding,RecQ protein-like 4,8:144511291-144517826,1,Yes,NA,"osteosarcoma, skin basal cell, skin sqamous cell",Rothmund-Thompson syndrome,M,Rec,"oncogene, TSG","N, F, S",TRUE
2,4,45895,86850022,1,1,86804127,2240,2,REL,ENSG00000162924,2,60881491,60940021,protein_coding,v-rel reticuloendotheliosis viral oncogene homolog (avian),2:60881521-60931610,1,NA,Hodgkin lymphoma,NA,NA,L,Dom,oncogene,A,TRUE
10,3,95096,47000217,1,1,46905121,6418,10,RET,ENSG00000165731,10,43077026,43130351,protein_coding,ret proto-oncogene,10:43077027-43130351,1,Yes,"medullary thyroid, papillary thyroid, pheochromocytoma, NSCLC, Spitzoid tumour","medullary thyroid,  papillary thyroid, pheochromocytoma",multiple endocrine neoplasia 2A/2B,"E, O",Dom,"oncogene, fusion","T, Mis, N, F",TRUE
3,3,239347,52557038,1,1,52317691,2641,3,RHOA,ENSG00000067560,3,49359136,49412998,protein_coding,ras homolog family member A,3:49359145-49412202,1,Yes,"diffuse gastric, T cell lymphomas, paediatric Burkitt lymphoma",NA,NA,"E, L",Dom,"oncogene, TSG","Mis, F, O",TRUE
4,3,53211,47034626,1,1,46981415,3234,4,RHOH,ENSG00000168421,4,40191011,40246967,protein_coding,ras homolog family member H,4:40196907-40246967,1,Yes,NHL,NA,NA,L,Dom,"TSG, fusion",T,TRUE
1,2,144052752,161136843,1,1,17084091,2031,1,RIT1,ENSG00000143622,1,155897808,155911408,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
16,3,97610,24135112,2,2,24037502,1246,16,RMI2,ENSG00000175643,16,11249619,11381662,protein_coding,RecQ mediated genome instability 2,16:11345431-11351762,1,NA,"PMBL, Hodgkin lymphoma",NA,NA,L,Dom,"TSG, fusion",T,TRUE
17,3,6115,81051007,1,1,81044892,10065,17,RNF213,ENSG00000173821,17,80260807,80398794,protein_coding,ring finger protein 213,17:80260868-80398786,1,Yes,ALCL,NA,NA,L,Dom,fusion,T,TRUE
6,4,292658,170892848,1,1,170600190,4263,6,RNF217-AS1,ENSG00000236548,6,124644434,124963587,lncRNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
17,3,6115,72209858,1,1,72203743,10064,17,RNF43,ENSG00000108375,17,58353671,58417735,protein_coding,ring finger protein 43,17:58353676-58417533,1,Yes,"cholangiocarcinoma, ovary, pancreas",NA,NA,E,Rec,TSG,"Mis, N, F, S",TRUE
6,4,292658,170892848,1,1,170600190,4263,6,ROS1,ENSG00000047936,6,117287353,117425946,protein_coding,v-ros UR2 sarcoma virus oncogene homolog 1 (avian),6:117288300-117425855,1,Yes,"glioblastoma, NSCLC, Spitzoid tumour, cholangiocarcinoma, borderline ovarian",NA,NA,"O, E",Dom,"oncogene, fusion",T,TRUE
23,3,49767835,154774707,1,1,105006872,12915,X,RPL10,ENSG00000147403,X,154389955,154409168,protein_coding,ribosomal protein L10,X:154398230-154402339,1,NA,T-ALL,NA,NA,L,Dom,TSG,Mis,TRUE
1,4,69511,6272078,1,1,6202567,1620,1,RPL22,ENSG00000116251,1,6185020,6209389,protein_coding,ribosomal protein L22 (EAP),1:6185020-6199612,1,NA,"AML, CML",NA,NA,L,Dom,"TSG, fusion",T,TRUE
1,3,721757,120925996,2,2,120204239,598,1,RPL5,ENSG00000122406,1,92831990,92841924,protein_coding,ribososomal protein L5,1:92831983-92841924,1,NA,T-ALL,NA,NA,L,Dom,TSG,"Mis, N, F",TRUE
3,3,239347,197581147,2,2,197341800,664,3,RPN1,ENSG00000163902,3,128619968,128681075,protein_coding,ribophorin I,3:128619970-128650849,1,NA,AML,NA,NA,L,Dom,fusion,T,TRUE
16,3,97610,2012027,1,1,1914417,9468,16,RPS2,ENSG00000140988,16,1961987,1965510,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
8,5,183002,144566969,1,1,144383967,5150,8,RSPO2,ENSG00000147655,8,107899316,108083791,protein_coding,R-spondin 2,8:107899317-108083648,1,NA,colorectal,NA,NA,E,Dom,"TSG, fusion",T,TRUE
6,4,292658,170892848,1,1,170600190,4263,6,RSPO3,ENSG00000146374,6,127118658,127199481,protein_coding,R-spondin 3,6:127118604-127197296,1,NA,colorectal,NA,NA,E,Dom,"oncogene, fusion",T,TRUE
21,5,9825769,40823981,1,1,30998212,12162,21,RUNX1,ENSG00000159216,21,34787801,36004667,protein_coding,runt-related transcription factor 1  (AML1),21:34787801-35049344,1,NA,"AML, pre B-ALL, T-ALL",NA,NA,L,Dom,"oncogene, TSG, fusion",T,TRUE
8,5,183002,144566969,1,1,144383967,5150,8,RUNX1T1,ENSG00000079102,8,91954972,92103414,protein_coding,"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)",8:91954967-92095654,1,Yes,AML,NA,NA,L,Dom,"oncogene, TSG, fusion",T,TRUE
7,3,63033158,78256342,1,1,15223184,4924,7,SBDS,ENSG00000126524,7,66987679,66995693,protein_coding,Shwachman-Bodian-Diamond syndrome protein,7:66987677-66995601,1,NA,NA,"AML, MDS",Schwachman-Diamond syndrome,L,Rec,TSG,"F, N, O",TRUE
20,5,76962,60893506,1,1,60816544,11957,20,SDC4,ENSG00000124145,20,45325288,45348433,protein_coding,syndecan 4,20:45325288-45348424,1,NA,NSCLC,NA,NA,E,Dom,fusion,T,TRUE
11,3,1009622,76928149,1,1,75918527,7018,11,SDHAF2,ENSG00000167985,11,61430032,61473614,protein_coding,succinate dehydrogenase complex assembly factor 2,11:61430073-61447529,1,NA,NA,paraganglioma,familial paraganglioma,M,Rec,TSG,M,TRUE
1,3,69511,22324705,1,1,22255194,1615,1,SDHB,ENSG00000117118,1,17018664,17054210,protein_coding,"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)",1:17018722-17054170,1,NA,NA,"paraganglioma, pheochromocytoma",familial paraganglioma,O,Rec,TSG,"Mis, N, F",TRUE
1,4,145209330,177199323,1,1,31989993,2048,1,SDHC,ENSG00000143252,1,161314352,161363774,protein_coding,"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa",1:161314257-161375340,1,NA,NA,"paraganglioma, pheochromocytoma",familial paraganglioma,O,Rec,TSG,"Mis, N, F",TRUE
11,2,48510654,129784966,1,1,81274312,7352,11,SDHD,ENSG00000204370,11,112086361,112120016,protein_coding,"succinate dehydrogenase complex, subunit D, integral membrane protein",11:112086773-112095794,1,NA,NA,"paraganglioma, pheochromocytoma",familial paraganglioma,O,Rec,TSG,"Mis, N, F, S",TRUE
18,3,166819,77927028,8,8,77760209,52,18,SERPINB13,ENSG00000197641,18,63586654,63604639,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
9,3,66457127,130167338,1,1,63710211,5962,9,SET,ENSG00000119335,9,128683424,128696400,protein_coding,SET translocation,9:128683655-128696400,1,NA,T-ALL,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
18,3,166819,55280764,1,1,55113945,10707,18,SETBP1,ENSG00000152217,18,44680066,45068510,protein_coding,SET binding protein 1,18:44680898-45068510,1,NA,"aCML, sAML, MDS/MPN-U, CMML, JMML",neuroepithelial tumours,Schinzel-Giedion syndrome,L,Dom,"oncogene, fusion","Mis, T",TRUE
3,3,239347,49166069,1,1,48926722,2640,3,SETD2,ENSG00000181555,3,47016428,47164148,protein_coding,SET domain containing 2,3:47016689-47163967,1,NA,clear cell renal carcinoma,NA,NA,E,Rec,TSG,"N, F, S, Mis",TRUE
1,2,144052752,161136843,1,1,17084091,2031,1,SETDB1,ENSG00000143379,1,150926263,150964748,protein_coding,SET domain bifurcated 1,1:150926339-150964735,2,NA,malignant mesothelioma,NA,NA,E,NA,oncogene,"F, Mis",TRUE
2,3,45895,202712095,1,1,202666200,2232,2,SF3B1,ENSG00000115524,2,197388515,197435079,protein_coding,"splicing factor 3b, subunit 1, 155kDa",2:197389784-197435091,1,Yes,myelodysplastic syndrome,NA,NA,L,Dom,oncogene,Mis,TRUE
1,3,69511,41284406,1,1,41214895,1617,1,SFPQ,ENSG00000116560,1,35176378,35193446,protein_coding,splicing factor proline/glutamine rich(polypyrimidine tract binding protein associated),1:35182932-35193148,1,Yes,papillary renal,NA,NA,E,Dom,"TSG, fusion",T,TRUE
12,3,176089,133810703,1,1,133634614,7745,12,SH2B3,ENSG00000111252,12,111404986,111451623,protein_coding,SH2B adaptor protein 3,12:111405948-111451623,1,NA,"MPN, sAML, erythrocytosis, B-ALL",NA,NA,L,Rec,TSG,"Mis, F, N",TRUE
19,3,107593,15784386,1,1,15676793,10931,19,SH3GL1,ENSG00000141985,19,4360367,4400573,protein_coding,SH3-domain GRB2-like 1 (EEN),19:4360370-4400547,1,NA,AL,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
10,3,95096,129249662,2,2,129154566,987,10,SHTN1,ENSG00000187164,10,116881477,117126586,protein_coding,KIAA1598,10:116883377-117005577,2,NA,Spitzoid tumour,NA,NA,E,Dom,fusion,T,TRUE
4,3,53211,47034626,1,1,46981415,3234,4,SLC34A2,ENSG00000157765,4,25648011,25679132,protein_coding,"solute carrier family 34 (sodium phosphate), member 2",4:25655844-25678748,1,Yes,NSCLC,NA,NA,E,Dom,"TSG, fusion",T,TRUE
1,4,145209330,232002332,1,1,86793002,2049,1,SLC45A3,ENSG00000158715,1,205657851,205680990,protein_coding,"solute carrier family 45, member 3",1:205657851-205680459,1,Yes,prostate,NA,NA,E,Dom,fusion,T,TRUE
2,4,45895,86850022,1,1,86804127,2240,2,SLC4A5,ENSG00000188687,2,74216242,74343416,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
18,3,166819,55280764,1,1,55113945,10707,18,SMAD4,ENSG00000141646,18,51028528,51085045,protein_coding,SMAD family member 4,18:51030213-51085039,1,Yes,"colorectal, pancreatic, small intestine",gastrointestinal polyp,juvenile polyposis,E,Rec,TSG,"D, Mis, N, F",TRUE
19,3,107593,15784386,1,1,15676793,10931,19,SMARCA4,ENSG00000127616,19,10960824,11079426,protein_coding,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",19:10960825-11062282,1,NA,"NSCLC, SCCOHT",NA,NA,E,Rec,TSG,"F, N, Mis, S",TRUE
22,3,16157565,28381376,1,1,12223811,12376,22,SMARCB1,ENSG00000099956,22,23786931,23838009,protein_coding,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",22:23786963-23834505,1,NA,malignant rhabdoid,malignant rhabdoid,rhabdoid predisposition syndrome,M,Rec,TSG,"D, N, F, S",TRUE
12,3,176089,133810703,1,1,133634614,7745,12,SMARCD1,ENSG00000066117,12,50085196,50101870,protein_coding,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",12:50084972-50100712,1,NA,breast,NA,NA,E,Rec,TSG,N,TRUE
17,3,6115,44073734,1,1,44067619,10062,17,SMARCE1,ENSG00000073584,17,40624962,40648667,protein_coding,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",17:40624962-40648864,1,NA,NA,meningioma,NA,O,Rec,TSG,"F, Mis, N",TRUE
10,3,95096,129249662,2,2,129154566,987,10,SMC3,ENSG00000108055,10,110567668,110606063,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
7,3,63033158,149589343,1,1,86556185,4927,7,SMO,ENSG00000128602,7,129188501,129213546,protein_coding,smoothened homolog (Drosophila),7:129188872-129213545,1,NA,skin basal cell,NA,NA,E,Dom,oncogene,Mis,TRUE
7,3,63033158,149589343,1,1,86556185,4927,7,SND1,ENSG00000197157,7,127652123,128092609,protein_coding,staphylococcal nuclease and tudor domain containing 1,7:127652180-128092607,1,NA,pancreas acinar carcinoma,NA,NA,E,Dom,"oncogene, fusion",T,TRUE
16,3,97610,24135112,2,2,24037502,1246,16,SNX29,ENSG00000048471,16,11976694,12574287,protein_coding,RUN domain containing 2A,16:11976738-12574289,2,NA,"PMBL, Hodgkin lymphoma",NA,NA,L,Dom,fusion,T,TRUE
16,3,97610,24135112,2,2,24037502,1246,16,SOCS1,ENSG00000185338,16,11246400,11256556,protein_coding,suppressor of cytokine signaling 1,16:11254417-11256200,1,NA,"Hodgkin lymphoma, PMBL",NA,NA,L,Rec,TSG,"F, O",TRUE
3,3,239347,197581147,2,2,197341800,664,3,SOX2,ENSG00000181449,3,181711925,181714436,protein_coding,SRY (sex determining region Y)-box 2,3:181711924-181714436,1,NA,"NSCLC, oesophageal squamous carcinoma",NA,NA,E,Dom,oncogene,A,TRUE
17,2,6069,21147404,1,1,21141335,9970,17,SPECC1,ENSG00000128487,17,20008865,20319026,protein_coding,sperm antigen with calponin homology and coiled-coil domains 1,17:20087022-20314755,2,NA,JMML,NA,NA,L,Dom,fusion,T,TRUE
1,3,69511,16342237,1,1,16272726,1614,1,SPEN,ENSG00000065526,1,15836095,15940456,protein_coding,spen family transcriptional repressor,1:15847864-15940460,1,NA,"SMZL, adenoid cystic carcinoma, DLBCL",NA,NA,L,Rec,TSG,"F, Mis, N",TRUE
17,2,6115,56621359,1,1,56615244,10006,17,SPOP,ENSG00000121067,17,49598884,49678201,protein_coding,speckle type POZ protein,17:49598884-49678110,1,Yes,"prostate, endometrial",prostate cancer,NA,E,Rec,TSG,Mis,TRUE
3,2,239347,10189929,4,4,9950582,160,3,SRGAP3,ENSG00000196220,3,8980591,9363053,protein_coding,SLIT-ROBO Rho GTPase activating protein 3,3:8980591-9249379,2,NA,pilocytic astrocytoma,NA,NA,O,Dom,fusion,T,TRUE
17,3,6115,81051007,1,1,81044892,10065,17,SRSF2,ENSG00000161547,17,76734115,76737919,protein_coding,serine/arginine-rich splicing factor 2,17:76734115-76737333,1,NA,"MDS, CLL",NA,NA,L,Dom,oncogene,Mis,TRUE
6,2,203466,90661576,1,1,90458110,4259,6,SRSF3,ENSG00000112081,6,36593777,36641535,protein_coding,serine/arginine-rich splicing factor 3,6:36594368-36605600,1,NA,follicular lymphoma,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
18,2,166819,34850846,2,2,34684027,1339,18,SS18,ENSG00000141380,18,26016253,26091217,protein_coding,"synovial sarcoma translocation, chromosome 18",18:26016253-26090625,1,NA,synovial sarcoma,NA,NA,M,Dom,fusion,T,TRUE
20,4,76962,62959363,2,2,62882401,1442,20,SS18L1,ENSG00000184402,20,62143606,62182514,protein_coding,synovial sarcoma translocation gene on chromosome 18-like 1,20:62143795-62182484,1,NA,synovial sarcoma,NA,NA,M,Dom,fusion,T,TRUE
23,2,2699968,49093528,1,1,46393560,12811,X,SSX1,ENSG00000126752,X,48255368,48267444,protein_coding,"synovial sarcoma, X breakpoint 1",X:48255317-48267444,1,NA,synovial sarcoma,NA,NA,M,Dom,"oncogene, fusion",T,TRUE
23,2,2699968,53421666,3,3,50721698,539,X,SSX2,ENSG00000241476,X,52696896,52707178,protein_coding,"synovial sarcoma, X breakpoint 2",X:52696896-52707161,1,NA,synovial sarcoma,NA,NA,M,Dom,"oncogene, fusion",T,TRUE
23,2,2699968,49093528,1,1,46393560,12811,X,SSX4,ENSG00000268009,X,48383516,48393347,protein_coding,"synovial sarcoma, X breakpoint 4",X:48383527-48393347,1,NA,synovial sarcoma,NA,NA,M,Dom,"oncogene, fusion",T,TRUE
23,3,27839617,140983031,1,1,113143414,12879,X,STAG2,ENSG00000101972,X,123960212,124422664,protein_coding,stromal antigen 2,X:123960519-124101498,1,Yes,"bladder carcinoma, glioblastoma, melanoma, Ewing's sarcoma, myeloid neoplasms",NA,NA,"E, L, M, O",Rec,TSG,"Mis, N, F, S",TRUE
17,3,6115,44073734,1,1,44067619,10062,17,STAT3,ENSG00000168610,17,42313322,42388574,protein_coding,signal transducer and activator of transcription 3 (acute-phase response factor),17:42313324-42388568,1,NA,T-cell large granular lymphocytic leukaemia,paediatric large granular lymphocytic leukaemia,NA,L,Dom,oncogene,"Mis,O",TRUE
17,3,6115,44073734,1,1,44067619,10062,17,STAT5B,ENSG00000173757,17,42199176,42288633,protein_coding,signal transducer and activator of transcription 5B,17:42199168-42276406,1,NA,"large granular lymphocytic leukaemia, skin basal cell, APL",NA,NA,"L, E",Dom,"oncogene, TSG, fusion","Mis, O, T",TRUE
